Working... ━                                          3% 0:02:00
         2807150 function calls (2787663 primitive calls) in 4.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 core.py:5249(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       54    0.000    0.000    0.000    0.000 _make.py:1632(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:455(PurePath)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
       70    0.000    0.000    0.000    0.000 axis.py:355(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
        1    0.000    0.000    0.000    0.000 _make.py:2917(_AndValidator)
      108    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 core.py:710(<listcomp>)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:612(tiny)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
       55    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
        7    0.000    0.000    0.000    0.000 patches.py:301(set_antialiased)
       57    0.000    0.000    0.000    0.000 __init__.py:265(<genexpr>)
       32    0.000    0.000    0.000    0.000 cbook.py:1862(_str_lower_equal)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        6    0.000    0.000    0.000    0.000 text.py:788(iter_text)
       39    0.000    0.000    0.000    0.000 _make.py:1846(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:2265(<genexpr>)
        2    0.000    0.000    0.000    0.000 segment.py:380(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:2142(_set_artist_props)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3588(_apply_env_variables)
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
        4    0.000    0.000    0.000    0.000 console.py:816(_enter_buffer)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
       10    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        1    0.000    0.000    0.000    0.000 _wrap.py:26(divide_line)
        7    0.000    0.000    0.000    0.000 enum.py:918(<dictcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:2204(_Style)
        1    0.000    0.000    0.000    0.000 __init__.py:121(<listcomp>)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
       14    0.000    0.000    0.000    0.000 transforms.py:242(x0)
        2    0.000    0.000    0.000    0.000 types.py:98(prepare_class)
       18    0.000    0.000    0.000    0.000 lines.py:1100(set_gapcolor)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       26    0.000    0.000    0.000    0.000 cbook.py:106(__hash__)
        1    0.000    0.000    0.000    0.000 _make.py:757(_patch_original_class)
        1    0.000    0.000    0.000    0.000 animation.py:154(AbstractMovieWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:192(<dictcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:1768(EllipseCollection)
       18    0.000    0.000    0.000    0.000 lines.py:1041(set_antialiased)
        5    0.000    0.000    0.000    0.000 rcsetup.py:212(_validate_pathlike)
        6    0.000    0.000    0.000    0.000 text.py:857(truncate)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        3    0.000    0.000    0.000    0.000 artist.py:754(set_clip_box)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        1    0.000    0.000    0.000    0.000 _pep440.py:285(Version)
      134    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       14    0.000    0.000    0.000    0.000 dataclasses.py:346(__init__)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        2    0.000    0.000    0.000    0.000 cbook.py:35(_get_running_interactive_framework)
       11    0.000    0.000    0.000    0.000 typing.py:1825(<genexpr>)
        2    0.000    0.000    0.000    0.000 datetime.py:1340(__new__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:256(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 :1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1116(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:235(QuiverKey)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:906(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 validators.py:135(_MatchesReValidator)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 figure.py:3125(clear)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
       16    0.000    0.000    0.000    0.000 dataclasses.py:1251(_is_dataclass_instance)
        6    0.000    0.000    0.000    0.000 patches.py:473(set_joinstyle)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3681(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:667(with_name)
       10    0.000    0.000    0.000    0.000 axis.py:2259(_make_getset_interval)
       31    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
        8    0.000    0.000    0.000    0.000 table.py:635(get_padding)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 segment.py:356(get_line_length)
        1    0.000    0.000    0.000    0.000 base.py:1(<module>)
       46    0.000    0.000    0.000    0.000 typing.py:2880(<genexpr>)
        1    0.000    0.000    0.000    0.000 art3d.py:641(Path3DCollection)
        1    0.000    0.000    0.000    0.000 _compressed.py:22(_cs_matrix)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 enum.py:1145(_generate_next_value_)
       23    0.000    0.000    0.000    0.000 text.py:1262(set_text)
        8    0.000    0.000    0.000    0.000 deprecation.py:239(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
       18    0.000    0.000    0.000    0.000 lines.py:550(set_markevery)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:677(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:788(frozen)
       40    0.000    0.000    0.000    0.000 _make.py:564(<genexpr>)
        3    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
       61    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       35    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 inspect.py:1794(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
        7    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 validators.py:413(deep_iterable)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1007(_sys_version)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
       47    0.000    0.000    0.000    0.000 core.py:4267(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:538(<listcomp>)
       14    0.000    0.000    0.000    0.000 transforms.py:252(y0)
       20    0.000    0.000    0.000    0.000 inspect.py:3056(<genexpr>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:445(<listcomp>)
       36    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       47    0.000    0.000    0.000    0.000 core.py:4266(<genexpr>)
        1    0.000    0.000    0.000    0.000 live.py:25(stop)
        1    0.000    0.000    0.000    0.000 codata.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:158(eye)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        7    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 core.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:5823(__init__)
        1    0.000    0.000    0.000    0.000 _make.py:2823(<listcomp>)
        1    0.000    0.000    0.000    0.000 ckdtree.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
       53    0.000    0.000    0.000    0.000 util.py:280(replaced_by_pep8)
       18    0.000    0.000    0.000    0.000 _internal.py:892(<genexpr>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 eigen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:435(validate)
       18    0.000    0.000    0.000    0.000 _loop.py:31(loop_first_last)
       19    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        4    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
        1    0.000    0.000    0.000    0.000 decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 collections.py:1302(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
       11    0.000    0.000    0.000    0.000 weakref.py:451(get)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
        5    0.000    0.000    0.000    0.000 console.py:207(update_width)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
       56    0.000    0.000    0.000    0.000 core.py:4031(<genexpr>)
       48    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        3    0.000    0.000    0.000    0.000 core.py:4963(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 dviread.py:831(PsfontsMap)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:838(Thread)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 axis.py:848(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _make.py:997(<genexpr>)
       39    0.000    0.000    0.000    0.000 transforms.py:1036(get_points)
       33    0.000    0.000    0.000    0.000 version.py:453(_parse_letter_version)
       28    0.000    0.000    0.000    0.000 core.py:696(<genexpr>)
        4    0.000    0.000    0.000    0.000 spines.py:208(register_axis)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3409(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
       15    0.000    0.000    0.000    0.000 _make.py:1042(add_setattr)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
       32    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
       54    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 art3d.py:183(Line3D)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
       20    0.000    0.000    0.000    0.000 typing.py:1028(<genexpr>)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
        1    0.000    0.000    0.000    0.000 rotation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _methods.py:55(_any)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qhull.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linalg.py:159(_commonType)
       81    0.000    0.000    0.000    0.000 inspect.py:2747(annotation)
       56    0.000    0.000    0.000    0.000 pathlib.py:327(_select_from)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:286(_validate_color_or_linecolor)
       23    0.000    0.000    0.000    0.000 typing.py:2938(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 figure.py:3047(get_size_inches)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:1751(<listcomp>)
        1    0.000    0.000    0.000    0.000 kdtree.py:1(<module>)
       56    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 numeric.py:841(outer)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:72(<dictcomp>)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:589(smallest_normal)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 abc.py:14(ResourceReader)
       42    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
       10    0.000    0.000    0.000    0.000 core.py:3685(parseImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
       73    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       23    0.000    0.000    0.000    0.000 text.py:1335(set_parse_math)
       28    0.000    0.000    0.000    0.000 spines.py:558(__getattr__)
       24    0.000    0.000    0.000    0.000 dviread.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:977(clear)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 progress.py:1136(tasks)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
       17    0.000    0.000    0.000    0.000 _make.py:1736(<listcomp>)
        8    0.000    0.000    0.000    0.000 functools.py:966(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
       14    0.000    0.000    0.000    0.000 artist.py:450(get_transform)
       74    0.000    0.000    0.000    0.000 util.py:203(no_escape_re_range_char)
      105    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:4787(__init__)
        1    0.000    0.000    0.000    0.000 _testutils.py:101(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 _base.py:1761(set_box_aspect)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
        4    0.000    0.000    0.000    0.000 __init__.py:1285(is_interactive)
       33    0.000    0.000    0.000    0.000 core.py:4563(recurse)
       68    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        3    0.000    0.000    0.000    0.000 text.py:429(blank_copy)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 font_manager.py:649(__eq__)
        1    0.000    0.000    0.000    0.000 validators.py:91(_InstanceOfValidator)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
        4    0.000    0.000    0.000    0.000 table.py:832(align_cell)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
        1    0.000    0.000    0.000    0.000 distance.py:1894(<dictcomp>)
       17    0.000    0.000    0.000    0.000 results.py:260(__iter__)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 measure.py:11(Measurement)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        2    0.000    0.000    0.000    0.000 figure.py:2904(set_canvas)
        2    0.000    0.000    0.000    0.000 _methods.py:43(_amin)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       40    0.000    0.000    0.000    0.000 _make.py:671(<genexpr>)
       28    0.000    0.000    0.000    0.000 enum.py:442(<genexpr>)
       14    0.000    0.000    0.000    0.000 _make.py:849(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 selectors.py:583(_can_use)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:434(__getitem__)
        1    0.000    0.000    0.000    0.000 axis.py:2289(XAxis)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
       11    0.000    0.000    0.000    0.000 results.py:211(<listcomp>)
       33    0.000    0.000    0.000    0.000 results.py:21(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:167(check_getitem)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 tempfile.py:665(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 repr.py:42(do_replace)
       14    0.000    0.000    0.000    0.000 _make.py:859(<listcomp>)
       74    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:2190(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:2412(get_origin)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 pyplot.py:1047(close)
       12    0.000    0.000    0.000    0.000 console.py:778(_buffer_index)
       39    0.000    0.000    0.000    0.000 _make.py:925(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:3059(<dictcomp>)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        6    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
        9    0.000    0.000    0.000    0.000 segment.py:367(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        3    0.000    0.000    0.000    0.000 containers.py:105(extend)
        1    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
       35    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       15    0.000    0.000    0.000    0.000 _make.py:451(_collect_base_attrs_broken)
       39    0.000    0.000    0.000    0.000 style.py:457(link)
       12    0.000    0.000    0.000    0.000 enum.py:792(__iter__)
        6    0.000    0.000    0.000    0.000 getlimits.py:709(max)
        1    0.000    0.000    0.000    0.000 progress.py:554(SpinnerColumn)
        1    0.000    0.000    0.000    0.000 polar.py:804(PolarAxes)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
       25    0.000    0.000    0.000    0.000 console.py:787(_theme_stack)
        2    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 Image.py:3624(Exif)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 _matrix.py:4(spmatrix)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        2    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        5    0.000    0.000    0.000    0.000 core.py:6033(token_map)
       15    0.000    0.000    0.000    0.000 _make.py:1105(_determine_attrs_eq_order)
        1    0.000    0.000    0.000    0.000 __init__.py:221(<dictcomp>)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       15    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 colors.py:1216(Normalize)
       23    0.000    0.000    0.000    0.000 typing.py:2892(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1672(__repr__)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:375(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:961(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 highlighter.py:80(ReprHighlighter)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis3d.py:732(XAxis)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5260(SkipTo)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
       32    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        8    0.000    0.000    0.000    0.000 _loop.py:18(loop_last)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 transforms.py:799(null)
        1    0.000    0.000    0.000    0.000 console.py:416(ScreenContext)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        2    0.000    0.000    0.000    0.000 axis.py:786(get_transform)
        1    0.000    0.000    0.000    0.000 live.py:177(_enable_redirect_io)
        7    0.000    0.000    0.000    0.000 fractions.py:277(_operator_fallbacks)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
       23    0.000    0.000    0.000    0.000 font_manager.py:844(set_file)
        1    0.000    0.000    0.000    0.000 dviread.py:1033(_LuatexKpsewhich)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
       15    0.000    0.000    0.000    0.000 _make.py:550(<setcomp>)
       16    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 platform.py:783(uname_result)
        1    0.000    0.000    0.000    0.000 cbook.py:570(Stack)
        1    0.000    0.000    0.000    0.000 padding.py:19(Padding)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3136(_Base)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:97(ColorSequenceRegistry)
        7    0.000    0.000    0.000    0.000 typing.py:2230(runtime_checkable)
        2    0.000    0.000    0.000    0.000 core.py:3532(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _lil.py:20(_lil_base)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        2    0.000    0.000    0.000    0.000 _wrap.py:12(words)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        4    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_fonttype)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:542(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:372(StackSummary)
        4    0.000    0.000    0.000    0.000 text.py:1147(set_fontweight)
        4    0.000    0.000    0.000    0.000 table.py:693(_get_padding_width)
       10    0.000    0.000    0.000    0.000 progress.py:971(get_time)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
       14    0.000    0.000    0.000    0.000 _testutils.py:51(__init__)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
       30    0.000    0.000    0.000    0.000 core.py:4278(<genexpr>)
       62    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       30    0.000    0.000    0.000    0.000 results.py:251(__contains__)
        1    0.000    0.000    0.000    0.000 figure.py:3232(<lambda>)
